level_0	objid	redshift	redshift_error	ra_obj	dec_obj	snr_Ha	emline_flag	Par	index	zbest	emline_flag_best	cosmosra	cosmosdec	cosmosid	cosmosz	cosmoshst	cosmoszmed	cosmoszlow	cosmoszup
1351	1281.0	0.8997	0.0	150.103181	2.412889	10.154440154440154	4.0	Par028	1262	0.8997	1.5	150.10318860494962	2.4128789261874575	649457.0	0.8684	27.248049496737806	0.8684	0.777	0.8984
1352	1300.0	1.34856	0.0	150.10343999999998	2.413129	3.9122807017543866	2.0	Par028	1263	1.34856	2.0	150.10343361934875	2.413131309691513	661226.0	4.8429	28.722143473423756	4.8429	3.8552	5.2334
1353	1318.0	1.25974	0.00014	150.08293899999998	2.413109	29.622641509433965	1.0	Par028	1264	1.25974	1.0	150.0829389931389	2.4131026424797297	648555.0	1.227	24.657166537407615	1.227	1.1542	1.269
1354	1321.0	0.93125	0.00434	150.07962	2.413125	10.121457489878544	2.0	Par028	1265	0.93125	2.0	150.07962078999196	2.41312028844722	648396.0	0.9101	23.740060944643766	0.9101	0.9031	0.92
1355	1325.0	1.81478	0.0009	150.077916	2.412993	3.381592554291624	2.0	Par028	1266	1.81478	2.0	150.07791760510867	2.412985415400813	648307.0	1.9993	25.361517697663487	1.9993	1.829	2.1242
1357	1368.0	1.26171	0.0	150.087145	2.4127970000000003	22.18487394957983	1.0	Par028	1268	1.26171	1.0	150.08714629614067	2.412796773116923	648764.0	1.2642	23.301478270422173	1.2642	1.2195	1.2704
1358	1369.0	1.26092	0.0001899999999999	150.087072	2.412953	37.33468972533062	1.0	Par028	1269	1.26092	1.0	150.087070252385	2.412943975016842	648765.0	1.1593	23.27384925794279	1.1593	1.15	1.1699
1359	1374.0	3.29526	0.001	150.10493	2.413644	-1.0	3.0	Par028	1270	3.29526	3.0	150.10491308260262	2.4136334859845885	649625.0	3.1146	26.236184275568522	3.1146	2.9375	3.2879
1360	1401.0	1.26284	0.0007599999999999	150.095724	2.413702	19.826839826839823	1.0	Par028	1271	1.26284	1.0	150.09572487883764	2.413692226621449	649243.0	1.234	24.063926223402685	1.234	1.2127	1.2465
1361	1402.0	1.84092	0.00031	150.09561000000002	2.413897	12.182835820895525	1.0	Par028	1272	1.84092	1.0	150.09560898090436	2.413882953299038	649244.0	2.028	26.44985600656051	2.028	1.9395	2.2029
1362	1406.0	1.87795	0.0	150.066975	2.413924	5.301624129930393	1.0	Par028	1273	1.87795	1.0	150.06697430132036	2.413921846505625	647868.0	0.0301	26.792158515063758	0.0301	0.0232	0.04
1363	1421.0	1.28607	0.00042	150.085429	2.413496	22.735849056603776	1.0	Par028	1274	1.28607	1.0	150.08542802145857	2.413480576920825	648755.0	1.2185	23.124244285862602	1.2185	1.1667	1.2515
1364	1433.0	0.74778	9e-05	150.082173	2.413856	137.28813559322035	1.0	Par028	1275	0.74778	1.0	150.08218743658978	2.413841617566405	648647.0	0.7572	21.99702320065014	0.7572	0.747	0.783
1365	1436.0	1.98775	0.0	150.073504	2.414209	13.167701863354036	1.0	Par028	1276	1.98775	1.0	150.07349624804135	2.414188248717425	648238.0	1.6617	24.911184943235533	1.6617	0.0356	2.3445
1366	1455.0	0.6933699999999999	0.00074	150.103652	2.41437	10.166666666666666	2.0	Par028	1277	0.6933699999999999	2.0	150.10364921939723	2.4143549770061856	649655.0	0.6698	24.448840043628373	0.6698	0.6013	0.6985
1368	1498.0	1.17826	0.00223	150.070434	2.414782	7.508896797153026	2.0	Par028	1279	1.17826	2.0	150.07043796694248	2.414775455235042	648172.0	1.6795	26.679290321438653	1.6795	1.4496	2.3209
1369	1528.0	0.8399700000000001	0.00035	150.097523	2.415124	28.60696517412936	4.0	Par028	1280	0.8399700000000001	1.5	150.09752487840686	2.4151075869135004	649488.0	0.8388	25.35904416853271	0.8388	0.8292	0.8556
1370	1550.0	1.4569299999999998	0.00039	150.067716	2.41543	4.342723004694835	2.0	Par028	1281	1.4569299999999998	2.0	150.06772352696396	2.415419817259669	648117.0	1.3834	26.40595252956318	1.3834	0.7453	1.7866
1371	1737.0	1.4177	0.00054	150.106286	2.416966	6.471291866028708	1.0	Par028	1282	1.4177	1.0	150.10627632429305	2.416954204045026	650058.0	0.2141	27.017830007438263	0.2141	0.0696	0.8872
1372	1716.0	0.74574	0.00113	150.080231	2.416799	3.042682926829268	4.0	Par028	1283	0.74574	1.5	150.080229108166	2.4167995932654542	648871.0	0.7255	26.117839276236534	0.7255	0.7088	0.7724
1373	1580.0	1.26035	0.00022	150.10550600000002	2.415691	11.69172932330827	1.0	Par028	1284	1.26035	1.0	150.1055066197664	2.41567415699638	649881.0	1.261	26.38859947804368	1.261	1.2273	1.2767
1374	1585.0	3.2538400000000003	0.0	150.068942	2.415718	-1.0	2.0	Par028	1285	3.2538400000000003	2.0	150.06894066475425	2.415713003732541	648208.0	3.2776	27.03688688199563	3.2776	0.9705	3.7091
1375	1587.0	1.7991099999999998	0.00062	150.084283	2.415741	11.570351758793969	1.0	Par028	1286	1.7991099999999998	1.0	150.08428305529893	2.41573682160852	648935.0	1.8026	25.75576850466559	1.8026	1.7337	1.8811
1376	1591.0	3.11464	0.0002299999999999	150.08191000000002	2.415697	-1.0	1.0	Par028	1287	3.11464	1.0	150.0818989901412	2.415671295436456	648819.0	3.1296	24.458191535624408	3.1296	3.0954	3.1598
1377	1615.0	1.86959	0.0001	150.09713200000002	2.41591	62.6736111111111	1.0	Par028	1288	1.86959	1.0	150.09713350535395	2.4159006820964377	649566.0	1.9409	25.015606615312286	1.9409	1.8629	1.9843
1378	1623.0	3.11776	0.00062	150.083149	2.415899	-1.0	1.0	Par028	1289	3.11776	1.0	150.0831500223059	2.415912610985505	648912.0	3.0199	25.778295621347617	3.0199	2.9637	3.0915
1380	1629.0	0.7572399999999999	0.00044	150.088248	2.416066	12.64018691588785	4.0	Par028	1291	0.7572399999999999	4.0	150.08824870166626	2.416063411622587	649177.0	0.4578	26.764677780505146	0.4578	0.1184	0.75
1381	1656.0	1.26476	0.0	150.1059	2.416261	148.25870646766168	1.0	Par028	1292	1.26476	1.0	150.10589943529067	2.416247570617782	649971.0	1.1584	24.064261530629985	1.1584	1.15	1.1681
1382	1662.0	2.67086	0.00082	150.101325	2.416364	-1.0	2.0	Par028	1293	2.67086	2.0	150.1013259508837	2.4163518568585505	649790.0	0.4882	24.562931840327124	0.4882	0.48	0.4982
1383	1663.0	1.37026	0.00044	150.101168	2.416396	6.871657754010696	1.0	Par028	1294	1.37026	1.0	150.10117054064358	2.4163835235458695	649786.0	1.3361	26.16941879523184	1.3361	1.2741	1.3986
1384	1671.0	3.04006	0.0003399999999999	150.091098	2.416435	-1.0	1.0	Par028	1295	3.04006	1.0	150.09109886737173	2.416424102440562	649360.0	3.003	25.098320659194343	3.003	2.972	3.0371
1385	1674.0	1.43435	0.00016	150.083751	2.416361	37.85714285714285	1.0	Par028	1296	1.43435	1.0	150.08375742448735	2.416358515230693	648998.0	1.6151	24.304219554769155	1.6151	1.5863	1.6527
1386	1675.0	1.41915	0.00084	150.08386000000002	2.4163900000000003	14.46409989594173	1.0	Par028	1297	1.41915	1.0	150.083855276619	2.4163828621520875	648999.0	2.1738	25.01360420561133	2.1738	2.0889	2.224
1387	1678.0	1.26476	0.0	150.104242	2.416425	21.08108108108108	1.0	Par028	1298	1.26476	1.0	150.10424287298855	2.416408381159677	649921.0	1.1583	25.045935447346466	1.1583	1.147	1.2522
1388	1679.0	1.43505	0.00037	150.09958899999998	2.416512	2.1647819063004845	1.0	Par028	1299	1.43505	1.0	150.09957879019802	2.41650333785318	649731.0	1.404	26.795552958973342	1.404	1.3205	1.4426
1389	1687.0	3.18705	0.0	150.068025	2.415964	-1.0	2.0	Par028	1300	3.18705	2.0	150.06803452471738	2.415969519840389	648254.0	3.3983	24.44714948471252	3.3983	3.3373	3.4443
1390	1696.0	3.12744	0.0003799999999999	150.087665	2.416515	-1.0	1.0	Par028	1301	3.12744	1.0	150.08766283803848	2.4165049596477135	661128.0	3.1696	27.95042878404834	3.1696	3.092	3.2305
1391	1770.0	1.49371	0.00011	150.076571	2.417137	52.35690235690236	1.0	Par028	1302	1.49371	1.0	150.0765780225082	2.417131558547187	648760.0	1.4971	23.723109988923802	1.4971	1.49	1.5729
1392	1778.0	1.7260099999999998	0.0	150.093257	2.417297	10.216049382716047	1.0	Par028	1303	1.7260099999999998	1.0	150.0932562729186	2.4172872770225626	649558.0	1.7662	25.634328491137644	1.7662	1.6577	1.8993
