level_0	objid	redshift	redshift_error	ra_obj	dec_obj	snr_Ha	emline_flag	Par	index	cosmosra	cosmosdec	cosmosid	cosmosz	cosmoshst	cosmoszmed	cosmoszlow	cosmoszup	cosmos2020ra	cosmos2020dec	cosmos2020id	cosmos2020z	cosmos2020hst	cosmos2020zlow	cosmos2020zup
220	3991.0	1.46855	0.00073	150.652796	2.104836	9.045801526717558	1.0	Par005	192	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.65277089180154	2.1048145719642637	713870.0	1.4388	25.098825454711914	1.3905	1.4745
222	4024.0	1.11575	0.00119	150.650156	2.105369	4.833333333333334	4.0	Par005	194	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.65020802890024	2.1053950483073716	713896.0	0.1219	26.05327033996582	0.0274	0.2857
224	4059.0	1.18632	0.0	150.65389	2.105806	9.207317073170731	1.0	Par005	196	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6538775646281	2.105791011016379	714304.0	1.0799	25.57895278930664	1.0026	1.1609
225	4137.0	1.99666	0.0	150.644802	2.107119	-1.0	2.0	Par005	197	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6448127394172	2.1071234249911375	715384.0	1.7525		1.1243	2.2335
226	4142.0	1.83741	0.0	150.655151	2.107036	-1.0	2.0	Par005	198	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6551436240995	2.1070610044620497	716262.0	1.9956	24.585243225097656	1.7207	2.0575
228	4248.0	1.32177	0.00288	150.643552	2.108964	4.861660079051383	4.0	Par005	200	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.64355434802584	2.1089636735127217	717961.0		24.041017532348633	1.2302	1.3144
229	4272.0	1.16887	0.00159	150.641356	2.109601	5.432692307692308	4.0	Par005	201	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.64135751778502	2.109614805972793	718462.0	1.854	25.22100830078125	1.7503	1.9695
231	86.0	1.81744	0.00104	150.689814	2.107484	-1.0	4.0	Par006	203	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68981060471668	2.1074535590927748	716324.0	1.907	24.72194480895996	1.7419	2.0124
232	164.0	0.71722	0.00136	150.686194	2.109769	6.373165618448637	4.0	Par006	204	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6861922006727	2.109771612649097	718726.0	1.2229	24.630111694335938	1.1489	1.2519
234	216.0	1.30554	0.00051	150.680814	2.110987	17.063829787234045	1.0	Par006	206	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6808210377967	2.110993350447738	720604.0	1.289	23.9667911529541	1.2554	1.339
235	217.0	2.13787	0.00082	150.668531	2.111073	-1.0	2.0	Par006	207	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66855920802433	2.111057107991441	720018.0	0.9943	26.26186180114746	0.8269	1.1237
236	228.0	0.58596	0.0	150.693397	2.110936	9.131799163179917	4.0	Par006	208	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6933957854149	2.110996230537855	721224.0	1.0805	23.059232711791992	1.0636	1.0961
237	238.0	0.60247	0.00069	150.690228	2.111359	11.144278606965177	4.0	Par006	209	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69021661678775	2.1113649394220517	720428.0	1.9867	24.616575241088867	1.8362	2.0649
239	279.0	0.81407	0.00043	150.674217	2.112066	16.54054054054054	4.0	Par006	211	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67421001863048	2.1120594050870016	721945.0	0.7987	24.642162322998047	0.7667	0.8374
240	282.0	1.22955	0.0	150.684547	2.112186	16.32450331125828	1.0	Par006	212	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68455084732418	2.1121907002078926	721599.0	1.2146	24.322629928588867	1.1384	1.2418
241	285.0	1.24464	0.0	150.67785	2.112098	2.840425531914894	2.0	Par006	213	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6778705193695	2.112177645123222	722118.0	2.9579	24.875539779663086	2.9109	3.009
242	309.0	1.20706	0.0004	150.688046	2.112507	-1.0	2.0	Par006	214	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68806011690836	2.1125068383363725	721058.0	1.3244	26.676252365112305	1.1484	1.5981
243	347.0	1.79055	0.00084	150.677108	2.112694	-1.0	1.0	Par006	215	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67709864928761	2.112694813281801	721974.0	1.903	25.094636917114258	1.6712	2.0327
244	358.0	2.75218	0.0	150.672348	2.113199	-1.0	4.0	Par006	216	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67233167038376	2.113207875832195	722676.0	2.7657	23.87221908569336	2.7499	2.7833
245	474.0	2.12998	0.00178	150.671579	2.11522	-1.0	2.0	Par006	217	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67155654756885	2.1152280193840567	723919.0	1.8911	26.60779571533203	1.6331	2.276
246	504.0	1.47715	0.00127	150.673875	2.115533	2.577319587628866	4.0	Par006	218	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.673882266466	2.115547902472407	724243.0	1.7437	26.555917739868164	1.5392	2.0538
247	542.0	2.21552	0.00044	150.665457	2.115982	-1.0	2.0	Par006	219	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66546190026298	2.115999436217218	724777.0	1.6198	26.630462646484375	1.4169	1.9051
251	575.0	1.40451	0.0	150.658921	2.116226	8.845454545454546	1.0	Par006	223	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.65891830182642	2.116240268119297	726380.0		23.784875869750977	1.259	1.3543
252	635.0	0.84037	0.0	150.677489	2.116826	5.9330143540669855	4.0	Par006	224	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6774890436439	2.1168331825512214	726325.0	0.7734	24.744306564331055	0.743	0.8092
253	654.0	2.2551	0.00211	150.663762	2.117191	-1.0	2.0	Par006	225	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66375707815408	2.117200272582762	726131.0	0.2292	26.26276969909668	0.0281	2.6439
254	664.0	1.79844	0.00132	150.677363	2.117357	-1.0	3.0	Par006	226	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67734234356539	2.1173517151874206	726198.0	1.3875	26.832019805908203	1.1162	1.9415
256	677.0	1.31739	0.0002	150.676863	2.117365	42.33830845771144	1.0	Par006	228	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6768563926407	2.117366705491285	727236.0	1.2576	24.319503784179688	1.2138	1.3055
257	697.0	1.46191	0.0	150.681731	2.117704	2.954186413902053	4.0	Par006	229	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68174251011163	2.1177084150799814	726745.0	1.5014	26.31752586364746	1.2399	2.1683
258	749.0	0.83214	0.00161	150.658917	2.118229	5.673469387755102	4.0	Par006	230	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.65892133509988	2.118237592974007	727272.0			0.0522	0.6989
259	769.0	1.4716	0.0	150.662452	2.118283	6.102564102564102	1.0	Par006	231	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66245477220923	2.118279639664174	727502.0		25.243833541870117	1.3789	1.5089
260	808.0	1.3148	0.00074	150.676297	2.118853	4.732673267326732	4.0	Par006	232	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6763103266682	2.1188610891665576	727774.0	1.504		1.0477	2.4695
261	821.0	1.12056	0.00067	150.681923	2.118956	8.998628257887516	1.0	Par006	233	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68189781495107	2.1189702033343427	728054.0	1.1761	25.90235710144043	1.0916	1.2971
262	823.0	1.06111	0.00061	150.679702	2.118939	9.776119402985074	1.0	Par006	234	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67970701476528	2.1189378395365726	728257.0	0.9889	25.287555694580078	0.9031	1.0555
263	828.0	2.13894	0.00121	150.672572	2.119024	-1.0	2.0	Par006	235	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67257746372502	2.1190304089115792	727968.0	2.0973	27.070985794067383	0.5055	2.5763
264	851.0	1.30868	0.00079	150.664259	2.119106	14.214285714285714	1.0	Par006	236	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6642619888459	2.119099672838052	728446.0	1.2791	25.328073501586914	1.2112	1.3438
265	915.0	1.13724	0.0	150.665357	2.119711	40.40948275862069	1.0	Par006	237	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66536433707736	2.119728689424046	729558.0	1.1054	24.864282608032227	1.0556	1.1411
266	945.0	0.6951	0.0	150.674943	2.120013	4.448979591836735	4.0	Par006	238	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67493676826598	2.120007520733098	730201.0	0.7431	23.645925521850586	0.7294	0.7595
267	948.0	1.91486	0.0	150.666634	2.120102	-1.0	2.0	Par006	239	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6666455356827	2.1201076529546556	729259.0		26.944459915161133	1.6862	2.3867
268	992.0	1.13154	0.00154	150.665977	2.120614	4.147826086956521	4.0	Par006	240	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66597052497184	2.1206182544099677	729781.0	1.4714	26.761079788208008	0.8031	2.1089
269	1009.0	0.86574	0.00086	150.659551	2.120648	15.68888888888889	4.0	Par006	241	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6595600041741	2.120685645505785	733161.0		23.766136169433594	0.9237	0.9387
270	1033.0	0.79801	0.0	150.665195	2.12094	6.098265895953757	4.0	Par006	242	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6652016793009	2.120942942573733	730752.0	0.4013	25.3288631439209	0.3358	0.4131
271	1044.0	1.4716	0.0	150.66247	2.121036	23.11111111111111	1.0	Par006	243	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66246692268692	2.1210377947905665	730815.0		25.20557403564453	1.3275	1.4566
272	1072.0	0.65925	0.00087	150.676075	2.121346	8.435114503816795	2.0	Par006	244	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67608246120804	2.1213515659933697	730899.0	0.6673	24.955127716064453	0.6402	0.6872
274	1135.0	1.28529	0.0	150.677293	2.121796	21.643059490084987	1.0	Par006	246	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67731503480863	2.1218340185192965	732369.0	1.2672	24.360986709594727	1.2166	1.2966
276	1152.0	1.30611	0.0	150.661298	2.12202	52.41157556270097	2.0	Par006	248	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6612870740283	2.1219967485972604	733168.0		23.8634033203125	1.1402	1.2763
277	1167.0	1.10558	0.0016	150.686647	2.122306	14.649122807017545	2.0	Par006	249	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68666382474314	2.122315908554336	733374.0	1.0172	23.64129066467285	0.9957	1.0405
279	1185.0	0.81268	0.00048	150.691636	2.122716	14.018691588785046	4.0	Par006	251	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69164940346587	2.1227177253327985	732360.0	0.3439	26.4504337310791	0.3043	0.4966
281	1208.0	1.32375	0.00069	150.672012	2.122908	19.622641509433965	1.0	Par006	253	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67199035153365	2.12290348642252	732554.0	1.2359	24.900611877441406	1.1948	1.2788
282	1212.0	1.44558	0.00163	150.663371	2.122878	4.72	4.0	Par006	254	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66337229846468	2.1228660634323355	733020.0		25.33704376220703	1.3323	1.4523
283	1231.0	1.19516	0.00082	150.660399	2.123055	6.430062630480167	2.0	Par006	255	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6603957055873	2.1230547842094447	733394.0		24.944669723510742	1.0505	1.1446
284	1255.0	1.13692	0.0	150.67369	2.123091	15.909090909090908	1.0	Par006	256	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67368744019373	2.1230963140946018	734105.0	1.0168	23.332592010498047	0.9852	1.0641
286	1266.0	1.12813	0.00074	150.671766	2.123394	12.658884565499353	2.0	Par006	258	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67176868324253	2.1233936217458402	733514.0	2.8274	25.61864471435547	2.7018	2.9648
287	1281.0	1.15411	0.00106	150.672105	2.123599	5.037037037037037	2.0	Par006	259	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67210195152003	2.1235903740240567	733677.0	0.1624	25.879003524780273	0.048	0.7998
288	1304.0	0.9301	0.00104	150.68637	2.123819	5.477987421383649	4.0	Par006	260	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6863658681945	2.1238344182618505	734092.0	1.2326	27.942642211914062	0.9912	1.7135
290	1406.0	1.06036	0.00055	150.686949	2.124849	16.529411764705884	1.0	Par006	262	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68694373737668	2.1248634599535303	735273.0	0.954	24.84734344482422	0.9102	0.9956
291	1472.0	0.6818	0.0	150.691586	2.124641	6.457142857142857	4.0	Par006	263	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69158446649067	2.124646877033589	735416.0	0.552	23.427202224731445	0.5234	0.5906
293	1494.0	2.2659	0.0	150.684065	2.125646	-1.0	1.0	Par006	265	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68406829086035	2.125626688830748	736300.0	2.4261	24.683115005493164	2.347	2.4994
295	1533.0	1.49803	0.00143	150.675299	2.126291	7.593495934959349	2.0	Par006	267	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6752861291876	2.1262808168030154	736106.0	2.307	26.74112319946289	1.542	2.6631
296	1569.0	0.58662	0.00102	150.694488	2.126712	5.05511811023622	4.0	Par006	268	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69447949750753	2.126711376143563	738021.0	0.546	24.549259185791016	0.016	0.5753
297	1575.0	1.31555	0.00169	150.690791	2.126783	6.8885448916408665	1.0	Par006	269	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69080124448766	2.126787951288853	738211.0	1.2125	24.912498474121094	1.1331	1.2945
298	1585.0	2.26346	0.00024	150.679296	2.126905	-1.0	1.0	Par006	270	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.679292112839	2.126912350710463	736712.0	1.7616	26.257598876953125	1.6731	1.8753
299	1594.0	1.38525	0.00133	150.650526	2.126862	7.520661157024794	4.0	Par006	271	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6505141300254	2.126833526664167	746860.0		24.248048782348633		
300	1601.0	0.83077	3e-05	150.674073	2.127062	206.66666666666663	4.0	Par006	272	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67407414999727	2.1270656542759263	737905.0	0.3321	23.677629470825195	0.3239	0.3394
301	1608.0	1.31999	0.0	150.668582	2.127041	6.278814489571899	1.0	Par006	273	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66857138771047	2.1270270040804964	737504.0	1.1431	24.13710594177246	1.1018	1.2832
302	1627.0	2.11999	0.00017	150.689195	2.127211	-1.0	1.0	Par006	274	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6891867184487	2.1272201915294784	737851.0	1.9094	24.663917541503906	1.7446	2.0296
304	1640.0	1.50819	0.0	150.669659	2.127376	0.0004838709677419	4.0	Par006	276	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66966990665367	2.1273883228613992	737329.0	1.7083	26.03924560546875	1.5461	1.9696
305	1650.0	1.82025	0.00036	150.66648	2.12753	-1.0	1.0	Par006	277	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66648400713242	2.127520767386579	737283.0	1.8469	27.098472595214844	1.3387	2.2532
306	1651.0	0.8122	0.0	150.690276	2.127518	5.973913043478261	4.0	Par006	278	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69027798995901	2.1275249196591925	737734.0	0.7754	25.525827407836914	0.6905	0.846
307	1682.0	2.02508	0.00145	150.686843	2.127806	-1.0	2.0	Par006	279	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68685293609084	2.1277943366615593	737958.0	1.8599	26.620698928833008	1.5816	2.1488
309	1751.0	2.1293	0.00117	150.672325	2.128222	-1.0	1.0	Par006	281	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6723157640098	2.1282337816062604	739301.0	0.2125	23.761228561401367	0.2015	0.2248
310	1806.0	1.21126	0.0	150.672331	2.128857	6.040100250626567	1.0	Par006	282	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67232014221986	2.1288496304763362	739649.0	1.2371	24.15712547302246	1.2201	1.2526
311	1810.0	1.82622	0.00053	150.686442	2.128916	-1.0	1.0	Par006	283	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68644738519	2.1289175460326786	740183.0		24.706422805786133	1.1419	1.8248
312	1869.0	1.13306	0.0	150.685234	2.12934	9.408866995073891	2.0	Par006	284	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68523906802514	2.1293418856133632	740268.0		25.588783264160156	1.7849	2.0644
314	1896.0	1.14441	0.00102	150.689065	2.129528	6.329113924050633	4.0	Par006	286	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68906468527078	2.1295150374726375	740797.0	1.8516	24.575578689575195	1.7688	1.9581
316	1919.0	2.0425	0.00022	150.685684	2.129868	-1.0	1.0	Par006	288	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68567818388883	2.129877515556101	741275.0		23.73270034790039	2.1376	2.4004
318	2004.0	1.25808	0.0	150.665412	2.130767	2.90625	2.0	Par006	289	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66545215842237	2.1307438769404623	741433.0		25.525352478027344	1.0778	1.2568
319	2014.0	1.38818	0.00061	150.669906	2.130828	6.356275303643725	1.0	Par006	290	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66992172749184	2.1308224934514057	740983.0	1.3844		1.2405	1.6889
320	2026.0	1.4472	0.00096	150.668183	2.131029	3.699059561128527	2.0	Par006	291	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.668177694803	2.131035908818751	741231.0	2.0261		1.5545	2.6948
322	2063.0	3.20822	0.00075	150.653715	2.131434	-1.0	4.0	Par006	293	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6537114712406	2.131431848274427	742363.0		24.919214248657227	3.144	3.2201
323	2065.0	1.2084	0.00115	150.689835	2.131417	9.896193771626296	1.0	Par006	294	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68982950829945	2.131422189314633	742085.0	1.1106	25.501623153686523	1.0541	1.1612
325	2114.0	2.1222	0.0	150.65276	2.131971	-1.0	3.0	Par006	296	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6527517407493	2.131979455923129	742715.0		25.562725067138672	1.5308	1.9964
326	2115.0	2.23531	0.00098	150.672074	2.132017	-1.0	2.0	Par006	297	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67207252180356	2.132038210913395	742401.0		26.478879928588867	0.6961	2.5253
327	2162.0	2.13461	0.0	150.656124	2.13226	-1.0	2.0	Par006	298	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6561340464935	2.132257614774761	743339.0			1.9436	2.2374
328	2184.0	2.14658	0.00078	150.687334	2.13274	-1.0	3.0	Par006	299	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68734100919934	2.132715747270923	743536.0		26.893823623657227	1.5208	2.0745
329	2216.0	0.74236	0.0	150.692183	2.132856	5.652920962199313	4.0	Par006	300	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69218053798386	2.132873595191603	744625.0	0.7279	24.282955169677734	0.6964	0.7522
330	2254.0	1.10666	0.0	150.691978	2.133264	10.072463768115943	1.0	Par006	301	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6919625671678	2.133220620030775	744074.0	0.542	25.949560165405273	0.5107	0.5704
331	2293.0	1.84034	0.00095	150.686737	2.133574	-1.0	1.0	Par006	302	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6867607801238	2.133611240634406	744814.0		24.946144104003906	1.6269	2.0912
332	2341.0	1.22074	0.00105	150.673096	2.134098	4.316770186335405	4.0	Par006	303	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6730959422019	2.134105876133228	744770.0	1.0084	25.759775161743164	0.7791	1.249
333	2344.0	1.26497	0.0	150.659386	2.134136	6.765799256505576	4.0	Par006	304	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6593901007441	2.134142189037488	745232.0	1.1518	24.95886993408203	1.103	1.2321
334	2359.0	2.12118	0.0005	150.672587	2.134393	-1.0	1.0	Par006	305	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6726411878928	2.1344413161570466	745673.0	0.2965	27.269123077392578	0.1408	0.4145
336	2379.0	1.8112	0.00054	150.689669	2.13444	-1.0	1.0	Par006	307	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6896530536313	2.1344497041666037	746026.0	2.0805	24.636308670043945	1.9609	2.2492
338	2477.0	1.08336	0.00012	150.694316	2.135205	56.95067264573991	1.0	Par006	309	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69432687833665	2.1352023253135015	748640.0		22.994253158569336	1.0701	1.0971
339	2498.0	0.72611	0.00042	150.690605	2.135396	3.220512820512821	4.0	Par006	310	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6906010104281	2.1353988234033645	746839.0	0.7843	24.799753189086914	0.7671	0.8116
340	2539.0	1.42677	0.0	150.680841	2.135599	5.0	2.0	Par006	311	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6808357557234	2.135609823554941	746619.0		25.742687225341797	1.3924	1.5548
341	2572.0	1.31862	0.0	150.674571	2.13593	17.551020408163268	1.0	Par006	312	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6745582460721	2.135942919198699	747625.0	1.1437	25.796125411987305	1.0532	1.2745
342	2578.0	1.06073	0.00018	150.683962	2.135903	45.51401869158878	1.0	Par006	313	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6839365270257	2.135932430268686	747569.0			1.0006	1.0623
344	2662.0	1.40024	0.00214	150.683552	2.136758	3.325	2.0	Par006	315	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6835580645951	2.136730760665393	747445.0			1.0731	1.6902
346	2697.0	1.42672	0.00146	150.681517	2.136991	2.8130841121495327	4.0	Par006	317	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68151517448263	2.1369899540994086	747792.0	1.3604	26.150659561157227	1.2386	1.4788
348	2722.0	1.51719	0.00077	150.672109	2.137114	6.75	1.0	Par006	319	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67215932271054	2.1371107222739036	748194.0	1.4976	23.916128158569336	1.4201	1.5801
349	2760.0	1.06895	0.00047	150.678488	2.137527	10.410764872521248	2.0	Par006	320	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.67848309817066	2.137506360347468	748293.0	1.5221	26.527957916259766	0.7154	2.1581
350	2788.0	1.85195	0.00025	150.690823	2.137718	-1.0	1.0	Par006	321	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69083052002554	2.137761315311586	749001.0	1.1223	26.403762817382812	0.9841	1.3022
352	2815.0	0.83982	0.00116	150.687843	2.137885	9.135135135135137	4.0	Par006	323	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6878304430637	2.1378639763717344	750042.0	0.8551	24.284351348876953	0.8167	0.8806
353	2822.0	2.14402	0.0	150.662425	2.138056	-1.0	2.0	Par006	324	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.66243458207293	2.13808392387334	748908.0	2.3621	26.344327926635742	1.9344	2.6597
354	2858.0	1.0643	0.0	150.67045	2.138127	13.533834586466163	4.0	Par006	325	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.6704477599756	2.1381863029006793	750271.0	2.8171	23.79514503479004	2.7411	2.8437
355	2860.0	1.05406	0.00137	150.693684	2.138319	2.733727810650888	4.0	Par006	326	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.69368150539202	2.138318221803028	749685.0	1.8064	24.904939651489258	1.6825	1.9436
356	2868.0	2.24347	0.00044	150.687958	2.13847	-1.0	2.0	Par006	327	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68796039814214	2.138483061187214	749394.0	0.7197	26.892963409423828	0.235	1.7769
358	2907.0	1.29939	0.00226	150.659767	2.138729	6.237113402061856	4.0	Par006	329	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.65974443101916	2.1387344767276484	750541.0	3.0543	24.029888153076172	2.9894	3.1017
359	2913.0	1.16186	0.00035	150.657279	2.138865	18.987341772151897	4.0	Par006	330	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.657281607628	2.1388637176228715	749787.0	1.8149	25.45100212097168	0.8875	2.1901
360	2955.0	1.09946	0.00042	150.688847	2.138815	8.40725806451613	1.0	Par006	331	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	150.68885446275453	2.1388227211832342	750976.0	1.1612	23.554061889648438	1.1083	1.2019
